date,color,quantity_sold
2003-10-15,beige,4
2003-10-15,turquoise,0
2003-10-15,indigo,4
2003-10-16,red,13
2003-10-16,blue,2
2003-10-16,green,0
2003-10-16,yellow,9
2003-10-16,black,9
2003-10-16,white,0
2003-10-16,purple,3
2003-10-16,orange,8
2003-10-16,pink,9
2003-10-16,gray,9
2003-10-16,brown,10
2003-10-16,cyan,4
2003-10-16,magenta,4
2003-10-16,navy,6
2003-10-16,teal,2
2003-10-16,maroon,9
2003-10-16,lime,2
2003-10-16,gold,12
2003-10-16,silver,1
2003-10-16,beige,2
2003-10-16,turquoise,1
2003-10-16,indigo,9
2003-10-17,red,12
2003-10-17,blue,4
2003-10-17,green,9
2003-10-17,yellow,7
2003-10-17,black,11
2003-10-17,white,7
2003-10-17,purple,4
2003-10-17,orange,2
2003-10-17,pink,3
2003-10-17,gray,9
2003-10-17,brown,10
2003-10-17,cyan,0
2003-10-17,magenta,6
2003-10-17,navy,9
2003-10-17,teal,9
2003-10-17,maroon,6
2003-10-17,lime,4
2003-10-17,gold,15
2003-10-17,silver,10
2003-10-17,beige,0
2003-10-17,turquoise,10
2003-10-17,indigo,8
2003-10-18,red,16
2003-10-18,blue,3
2003-10-18,green,2
2003-10-18,yellow,7
2003-10-18,black,8
2003-10-18,white,10
2003-10-18,purple,2
2003-10-18,orange,7
2003-10-18,pink,3
2003-10-18,gray,2
2003-10-18,brown,5
2003-10-18,cyan,0
2003-10-18,magenta,9
2003-10-18,navy,5
2003-10-18,teal,9
2003-10-18,maroon,7
2003-10-18,lime,11
2003-10-18,gold,11
2003-10-18,silver,10
2003-10-18,beige,5
2003-10-18,turquoise,0
2003-10-18,indigo,6
2003-10-19,red,7
2003-10-19,blue,11
2003-10-19,green,8
2003-10-19,yellow,7
2003-10-19,black,13
2003-10-19,white,7
2003-10-19,purple,7
2003-10-19,orange,5
2003-10-19,pink,5
2003-10-19,gray,10
2003-10-19,brown,5
2003-10-19,cyan,6
2003-10-19,magenta,9
2003-10-19,navy,2
2003-10-19,teal,8
2003-10-19,maroon,6
2003-10-19,lime,5
2003-10-19,gold,16
2003-10-19,silver,7
2003-10-19,beige,7
2003-10-19,turquoise,10
2003-10-19,indigo,7
2003-10-20,red,10
2003-10-20,blue,5
2003-10-20,green,5
2003-10-20,yellow,9
2003-10-20,black,12
2003-10-20,white,5
2003-10-20,purple,5
2003-10-20,orange,1
2003-10-20,pink,9
2003-10-20,gray,2
2003-10-20,brown,12
2003-10-20,cyan,8
2003-10-20,magenta,1
2003-10-20,navy,10
2003-10-20,teal,6
2003-10-20,maroon,3
2003-10-20,lime,9
2003-10-20,gold,9
2003-10-20,silver,4
2003-10-20,beige,0
2003-10-20,turquoise,12
2003-10-20,indigo,11
2003-10-21,red,9
2003-10-21,blue,1
2003-10-21,green,0
2003-10-21,yellow,7
2003-10-21,black,9
2003-10-21,white,7
2003-10-21,purple,7
2003-10-21,orange,5
2003-10-21,pink,9
2003-10-21,gray,10
2003-10-21,brown,3
2003-10-21,cyan,2
2003-10-21,magenta,6
2003-10-21,navy,10
2003-10-21,teal,5
2003-10-21,maroon,3
2003-10-21,lime,10
2003-10-21,gold,12
2003-10-21,silver,3
2003-10-21,beige,7
2003-10-21,turquoise,2
2003-10-21,indigo,11
2003-10-22,red,6
2003-10-22,blue,5
2003-10-22,green,7
2003-10-22,yellow,3
2003-10-22,black,16
2003-10-22,white,8
2003-10-22,purple,9
2003-10-22,orange,5
2003-10-22,pink,2
2003-10-22,gray,8
2003-10-22,brown,4
2003-10-22,cyan,7
2003-10-22,magenta,2
2003-10-22,navy,6
2003-10-22,teal,7
2003-10-22,maroon,5
2003-10-22,lime,1
2003-10-22,gold,8
2003-10-22,silver,8
2003-10-22,beige,6
2003-10-22,turquoise,4
2003-10-22,indigo,10
2003-10-23,red,7
2003-10-23,blue,6
2003-10-23,green,3
2003-10-23,yellow,7
2003-10-23,black,13
2003-10-23,white,4
2003-10-23,purple,8
2003-10-23,orange,2
2003-10-23,pink,3
2003-10-23,gray,3
2003-10-23,brown,10
2003-10-23,cyan,1
2003-10-23,magenta,5
2003-10-23,navy,5
2003-10-23,teal,8
2003-10-23,maroon,9
2003-10-23,lime,11
2003-10-23,gold,17
2003-10-23,silver,4
2003-10-23,beige,1
2003-10-23,turquoise,7
2003-10-23,indigo,7
2003-10-24,red,14
2003-10-24,blue,2
2003-10-24,green,0
2003-10-24,yellow,5
2003-10-24,black,11
2003-10-24,white,3
2003-10-24,purple,3
2003-10-24,orange,7
2003-10-24,pink,2
2003-10-24,gray,4
2003-10-24,brown,10
2003-10-24,cyan,3
2003-10-24,magenta,1
2003-10-24,navy,11
2003-10-24,teal,11
2003-10-24,maroon,6
2003-10-24,lime,9
2003-10-24,gold,16
2003-10-24,silver,2
2003-10-24,beige,2
2003-10-24,turquoise,0
2003-10-24,indigo,5
2003-10-25,red,13
2003-10-25,blue,2
2003-10-25,green,2
2003-10-25,yellow,1
2003-10-25,black,8
2003-10-25,white,8
2003-10-25,purple,7
2003-10-25,orange,10
2003-10-25,pink,9
2003-10-25,gray,10
2003-10-25,brown,10
2003-10-25,cyan,6
2003-10-25,magenta,9
2003-10-25,navy,8
2003-10-25,teal,1
2003-10-25,maroon,10
2003-10-25,lime,3
2003-10-25,gold,11
2003-10-25,silver,6
2003-10-25,beige,0
2003-10-25,turquoise,2
2003-10-25,indigo,7
2003-10-26,red,11
2003-10-26,blue,4
2003-10-26,green,9
2003-10-26,yellow,8
2003-10-26,black,8
2003-10-26,white,4
2003-10-26,purple,3
2003-10-26,orange,7
2003-10-26,pink,10
2003-10-26,gray,10
2003-10-26,brown,6
2003-10-26,cyan,0
2003-10-26,magenta,4
2003-10-26,navy,9
2003-10-26,teal,4
2003-10-26,maroon,9
2003-10-26,lime,11
2003-10-26,gold,16
2003-10-26,silver,5
2003-10-26,beige,4
2003-10-26,turquoise,7
2003-10-26,indigo,7
2003-10-27,red,10
2003-10-27,blue,4
2003-10-27,green,5
2003-10-27,yellow,0
2003-10-27,black,8
2003-10-27,white,1
2003-10-27,purple,7
2003-10-27,orange,5
2003-10-27,pink,12
2003-10-27,gray,6
2003-10-27,brown,10
2003-10-27,cyan,0
2003-10-27,magenta,3
2003-10-27,navy,10
2003-10-27,teal,4
2003-10-27,maroon,3
2003-10-27,lime,8
2003-10-27,gold,12
2003-10-27,silver,0
2003-10-27,beige,2
2003-10-27,turquoise,6
2003-10-27,indigo,0
2003-10-28,red,11
2003-10-28,blue,11
2003-10-28,green,1
2003-10-28,yellow,8
2003-10-28,black,4
2003-10-28,white,10
2003-10-28,purple,9
2003-10-28,orange,6
2003-10-28,pink,4
2003-10-28,gray,2
2003-10-28,brown,10
2003-10-28,cyan,6
2003-10-28,magenta,10
2003-10-28,navy,2
2003-10-28,teal,2
2003-10-28,maroon,5
2003-10-28,lime,10
2003-10-28,gold,11
2003-10-28,silver,2
2003-10-28,beige,1
2003-10-28,turquoise,4
2003-10-28,indigo,8
2003-10-29,red,11
2003-10-29,blue,9
2003-10-29,green,1
2003-10-29,yellow,1
2003-10-29,black,14
2003-10-29,white,4
2003-10-29,purple,8
2003-10-29,orange,5
2003-10-29,pink,9
2003-10-29,gray,7
2003-10-29,brown,10
2003-10-29,cyan,7
2003-10-29,magenta,1
2003-10-29,navy,5
2003-10-29,teal,11
2003-10-29,maroon,0
2003-10-29,lime,2
2003-10-29,gold,6
2003-10-29,silver,10
2003-10-29,beige,0
2003-10-29,turquoise,9
2003-10-29,indigo,1
2003-10-30,red,14
2003-10-30,blue,9
2003-10-30,green,5
2003-10-30,yellow,6
2003-10-30,black,11
2003-10-30,white,2
2003-10-30,purple,1
2003-10-30,orange,4
2003-10-30,pink,4
2003-10-30,gray,5
2003-10-30,brown,5
2003-10-30,cyan,4
2003-10-30,magenta,0
2003-10-30,navy,2
2003-10-30,teal,1
2003-10-30,maroon,6
2003-10-30,lime,3
2003-10-30,gold,15
2003-10-30,silver,4
2003-10-30,beige,6
2003-10-30,turquoise,2
2003-10-30,indigo,9
2003-10-31,red,12
2003-10-31,blue,0
2003-10-31,green,2
2003-10-31,yellow,6
2003-10-31,black,11
2003-10-31,white,9
2003-10-31,purple,7
2003-10-31,orange,5
2003-10-31,pink,2
2003-10-31,gray,1
2003-10-31,brown,2
2003-10-31,cyan,0
2003-10-31,magenta,7
2003-10-31,navy,2
2003-10-31,teal,8
2003-10-31,maroon,7
2003-10-31,lime,5
2003-10-31,gold,15
2003-10-31,silver,3
2003-10-31,beige,7
2003-10-31,turquoise,7
2003-10-31,indigo,1
2003-11-01,red,12
2003-11-01,blue,7
2003-11-01,green,1
2003-11-01,yellow,11
2003-11-01,black,11
2003-11-01,white,6
2003-11-01,purple,5
2003-11-01,orange,8
2003-11-01,pink,0
2003-11-01,gray,3
2003-11-01,brown,5
2003-11-01,cyan,3
2003-11-01,magenta,9
2003-11-01,navy,5
2003-11-01,teal,8
2003-11-01,maroon,2
2003-11-01,lime,9
2003-11-01,gold,5
2003-11-01,silver,7
2003-11-01,beige,0
2003-11-01,turquoise,6
2003-11-01,indigo,9
2003-11-02,red,14
2003-11-02,blue,1
2003-11-02,green,5
2003-11-02,yellow,1
2003-11-02,black,7
2003-11-02,white,5
2003-11-02,purple,10
2003-11-02,orange,9
2003-11-02,pink,1
2003-11-02,gray,8
2003-11-02,brown,5
2003-11-02,cyan,4
2003-11-02,magenta,9
2003-11-02,navy,11
2003-11-02,teal,8
2003-11-02,maroon,7
2003-11-02,lime,3
2003-11-02,gold,11
2003-11-02,silver,4
2003-11-02,beige,1
2003-11-02,turquoise,5
2003-11-02,indigo,2
2003-11-03,red,12
2003-11-03,blue,7
2003-11-03,green,4
2003-11-03,yellow,10
2003-11-03,black,9
2003-11-03,white,3
2003-11-03,purple,0
2003-11-03,orange,10
2003-11-03,pink,6
2003-11-03,gray,5
2003-11-03,brown,1
2003-11-03,cyan,0
2003-11-03,magenta,9
2003-11-03,navy,6
2003-11-03,teal,7
2003-11-03,maroon,1
2003-11-03,lime,7
2003-11-03,gold,9
2003-11-03,silver,5
2003-11-03,beige,0
2003-11-03,turquoise,5
2003-11-03,indigo,2
2003-11-04,red,10
2003-11-04,blue,0
2003-11-04,green,1
2003-11-04,yellow,4
2003-11-04,black,10
2003-11-04,white,6
2003-11-04,purple,2
2003-11-04,orange,3
2003-11-04,pink,7
2003-11-04,gray,5
2003-11-04,brown,2
2003-11-04,cyan,1
2003-11-04,magenta,2
2003-11-04,navy,6
2003-11-04,teal,3
2003-11-04,maroon,7
2003-11-04,lime,2
2003-11-04,gold,12
2003-11-04,silver,9
2003-11-04,beige,0
2003-11-04,turquoise,4
2003-11-04,indigo,9
2003-11-05,red,14
2003-11-05,blue,1
2003-11-05,green,2
2003-11-05,yellow,8
2003-11-05,black,12
2003-11-05,white,3
2003-11-05,purple,7
2003-11-05,orange,10
2003-11-05,pink,10
2003-11-05,gray,4
2003-11-05,brown,7
2003-11-05,cyan,2
2003-11-05,magenta,1
2003-11-05,navy,6
2003-11-05,teal,3
2003-11-05,maroon,3
2003-11-05,lime,5
2003-11-05,gold,16
2003-11-05,silver,4
2003-11-05,beige,7
2003-11-05,turquoise,10
2003-11-05,indigo,3
2003-11-06,red,16
2003-11-06,blue,9
2003-11-06,green,8
2003-11-06,yellow,3
2003-11-06,black,11
2003-11-06,white,10
2003-11-06,purple,2
2003-11-06,orange,11
2003-11-06,pink,0
2003-11-06,gray,4
2003-11-06,brown,8
2003-11-06,cyan,3
2003-11-06,magenta,3
2003-11-06,navy,2
2003-11-06,teal,3
2003-11-06,maroon,2
2003-11-06,lime,8
2003-11-06,gold,16
2003-11-06,silver,8
2003-11-06,beige,5
2003-11-06,turquoise,3
2003-11-06,indigo,10
2003-11-07,red,8
2003-11-07,blue,2
2003-11-07,green,1
2003-11-07,yellow,8
2003-11-07,black,9
2003-11-07,white,8
2003-11-07,purple,8
2003-11-07,orange,3
2003-11-07,pink,3
2003-11-07,gray,1
2003-11-07,brown,9
2003-11-07,cyan,2
2003-11-07,magenta,4
2003-11-07,navy,6
2003-11-07,teal,2
2003-11-07,maroon,3
2003-11-07,lime,8
2003-11-07,gold,14
2003-11-07,silver,3
2003-11-07,beige,10
2003-11-07,turquoise,10
2003-11-07,indigo,4
2003-11-08,red,14
2003-11-08,blue,4
2003-11-08,green,6
2003-11-08,yellow,3
2003-11-08,black,14
2003-11-08,white,1
2003-11-08,purple,7
2003-11-08,orange,3
2003-11-08,pink,9
2003-11-08,gray,5
2003-11-08,brown,3
2003-11-08,cyan,4
2003-11-08,magenta,9
2003-11-08,navy,9
2003-11-08,teal,7
2003-11-08,maroon,4
2003-11-08,lime,1
2003-11-08,gold,13
2003-11-08,silver,5
2003-11-08,beige,0
2003-11-08,turquoise,1
2003-11-08,indigo,3
2003-11-09,red,8
2003-11-09,blue,11
2003-11-09,green,1
2003-11-09,yellow,8
2003-11-09,black,8
2003-11-09,white,2
2003-11-09,purple,3
2003-11-09,orange,8
2003-11-09,pink,4
2003-11-09,gray,5
2003-11-09,brown,4
2003-11-09,cyan,7
2003-11-09,magenta,5
2003-11-09,navy,8
2003-11-09,teal,6
2003-11-09,maroon,8
2003-11-09,lime,8
2003-11-09,gold,15
2003-11-09,silver,8
2003-11-09,beige,0
2003-11-09,turquoise,2
2003-11-09,indigo,10
2003-11-10,red,13
2003-11-10,blue,10
2003-11-10,green,0
2003-11-10,yellow,5
2003-11-10,black,6
2003-11-10,white,8
2003-11-10,purple,8
2003-11-10,orange,8
2003-11-10,pink,10
2003-11-10,gray,7
2003-11-10,brown,5
2003-11-10,cyan,7
2003-11-10,magenta,11
2003-11-10,navy,0
2003-11-10,teal,5
2003-11-10,maroon,6
2003-11-10,lime,10
2003-11-10,gold,9
2003-11-10,silver,1
2003-11-10,beige,2
2003-11-10,turquoise,2
2003-11-10,indigo,11
2003-11-11,red,5
2003-11-11,blue,6
2003-11-11,green,5
2003-11-11,yellow,8
2003-11-11,black,8
2003-11-11,white,6
2003-11-11,purple,7
2003-11-11,orange,8
2003-11-11,pink,5
2003-11-11,gray,6
2003-11-11,brown,7
2003-11-11,cyan,0
2003-11-11,magenta,0
2003-11-11,navy,1
2003-11-11,teal,1
2003-11-11,maroon,3
2003-11-11,lime,0
2003-11-11,gold,13
2003-11-11,silver,3
2003-11-11,beige,1
2003-11-11,turquoise,0
2003-11-11,indigo,4
2003-11-12,red,13
2003-11-12,blue,8
2003-11-12,green,0
2003-11-12,yellow,0
2003-11-12,black,11
2003-11-12,white,4
2003-11-12,purple,7
2003-11-12,orange,4
2003-11-12,pink,8
2003-11-12,gray,5
2003-11-12,brown,9
2003-11-12,cyan,2
2003-11-12,magenta,6
2003-11-12,navy,7
2003-11-12,teal,3
2003-11-12,maroon,2
2003-11-12,lime,9
2003-11-12,gold,7
2003-11-12,silver,3
2003-11-12,beige,0
2003-11-12,turquoise,7
2003-11-12,indigo,10
2003-11-13,red,12
2003-11-13,blue,8
2003-11-13,green,0
2003-11-13,yellow,9
2003-11-13,black,4
2003-11-13,white,8
2003-11-13,purple,4
2003-11-13,orange,4
2003-11-13,pink,4
2003-11-13,gray,9
2003-11-13,brown,2
2003-11-13,cyan,4
2003-11-13,magenta,6
2003-11-13,navy,10
2003-11-13,teal,0
2003-11-13,maroon,3
2003-11-13,lime,0
2003-11-13,gold,9
2003-11-13,silver,9
2003-11-13,beige,0
2003-11-13,turquoise,7
2003-11-13,indigo,8
2003-11-14,red,7
2003-11-14,blue,10
2003-11-14,green,0
2003-11-14,yellow,7
2003-11-14,black,9
2003-11-14,white,2
2003-11-14,purple,12
2003-11-14,orange,0
2003-11-14,pink,4
2003-11-14,gray,0
2003-11-14,brown,1
2003-11-14,cyan,0
2003-11-14,magenta,8
2003-11-14,navy,8
2003-11-14,teal,5
2003-11-14,maroon,2
2003-11-14,lime,4
2003-11-14,gold,6
2003-11-14,silver,2
2003-11-14,beige,9
2003-11-14,turquoise,1
2003-11-14,indigo,12
2003-11-15,red,10
2003-11-15,blue,9
2003-11-15,green,0
2003-11-15,yellow,7
2003-11-15,black,7
2003-11-15,white,6
2003-11-15,purple,11
2003-11-15,orange,4
2003-11-15,pink,8
2003-11-15,gray,11
2003-11-15,brown,10
2003-11-15,cyan,7
2003-11-15,magenta,8
2003-11-15,navy,8
2003-11-15,teal,11
2003-11-15,maroon,9
2003-11-15,lime,3
2003-11-15,gold,16
2003-11-15,silver,0
2003-11-15,beige,0
2003-11-15,turquoise,4
2003-11-15,indigo,2
2003-11-16,red,8
2003-11-16,blue,7
2003-11-16,green,0
2003-11-16,yellow,6
2003-11-16,black,12
2003-11-16,white,8
2003-11-16,purple,1
2003-11-16,orange,2
2003-11-16,pink,8
2003-11-16,gray,7
2003-11-16,brown,8
2003-11-16,cyan,0
2003-11-16,magenta,0
2003-11-16,navy,8
2003-11-16,teal,5
2003-11-16,maroon,1
2003-11-16,lime,2
2003-11-16,gold,7
2003-11-16,silver,4
2003-11-16,beige,6
2003-11-16,turquoise,2
2003-11-16,indigo,7
2003-11-17,red,8
2003-11-17,blue,6
2003-11-17,green,1
2003-11-17,yellow,9
2003-11-17,black,11
2003-11-17,white,3
2003-11-17,purple,8
2003-11-17,orange,5
2003-11-17,pink,4
2003-11-17,gray,9
2003-11-17,brown,7
2003-11-17,cyan,3
2003-11-17,magenta,10
2003-11-17,navy,4
2003-11-17,teal,3
2003-11-17,maroon,9
2003-11-17,lime,1
2003-11-17,gold,8
2003-11-17,silver,8
2003-11-17,beige,6
2003-11-17,turquoise,6
2003-11-17,indigo,9
2003-11-18,red,12
2003-11-18,blue,2
2003-11-18,green,5
2003-11-18,yellow,3
2003-11-18,black,15
2003-11-18,white,8
2003-11-18,purple,11
2003-11-18,orange,7
2003-11-18,pink,1
2003-11-18,gray,7
2003-11-18,brown,10
2003-11-18,cyan,2
2003-11-18,magenta,5
2003-11-18,navy,2
2003-11-18,teal,9
2003-11-18,maroon,2
2003-11-18,lime,7
2003-11-18,gold,15
2003-11-18,silver,8
2003-11-18,beige,0
2003-11-18,turquoise,9
2003-11-18,indigo,0
2003-11-19,red,15
2003-11-19,blue,1
2003-11-19,green,1
2003-11-19,yellow,4
2003-11-19,black,9
2003-11-19,white,8
2003-11-19,purple,7
2003-11-19,orange,10
2003-11-19,pink,3
2003-11-19,gray,11
2003-11-19,brown,9
2003-11-19,cyan,6
2003-11-19,magenta,1
2003-11-19,navy,8
2003-11-19,teal,5
2003-11-19,maroon,12
2003-11-19,lime,4
2003-11-19,gold,14
2003-11-19,silver,9
2003-11-19,beige,8
2003-11-19,turquoise,5
2003-11-19,indigo,11
2003-11-20,red,7
2003-11-20,blue,3
2003-11-20,green,3
2003-11-20,yellow,9
2003-11-20,black,12
2003-11-20,white,2
2003-11-20,purple,7
2003-11-20,orange,6
2003-11-20,pink,6
2003-11-20,gray,11
2003-11-20,brown,8
2003-11-20,cyan,5
2003-11-20,magenta,11
2003-11-20,navy,1
2003-11-20,teal,12
2003-11-20,maroon,2
2003-11-20,lime,2
2003-11-20,gold,12
2003-11-20,silver,9
2003-11-20,beige,0
2003-11-20,turquoise,10
2003-11-20,indigo,9
2003-11-21,red,7
2003-11-21,blue,4
2003-11-21,green,1
2003-11-21,yellow,3
2003-11-21,black,12
2003-11-21,white,4
2003-11-21,purple,0
2003-11-21,orange,7
2003-11-21,pink,6
2003-11-21,gray,7
2003-11-21,brown,2
2003-11-21,cyan,1
2003-11-21,magenta,7
2003-11-21,navy,10
2003-11-21,teal,5
2003-11-21,maroon,10
2003-11-21,lime,4
2003-11-21,gold,9
2003-11-21,silver,4
2003-11-21,beige,0
2003-11-21,turquoise,2
2003-11-21,indigo,7
2003-11-22,red,9
2003-11-22,blue,3
2003-11-22,green,4
2003-11-22,yellow,2
2003-11-22,black,13
2003-11-22,white,0
2003-11-22,purple,0
2003-11-22,orange,2
2003-11-22,pink,9
2003-11-22,gray,6
2003-11-22,brown,9
2003-11-22,cyan,3
2003-11-22,magenta,0
2003-11-22,navy,3
2003-11-22,teal,8
2003-11-22,maroon,7
2003-11-22,lime,1
2003-11-22,gold,6
2003-11-22,silver,6
2003-11-22,beige,0
2003-11-22,turquoise,11
2003-11-22,indigo,6
2003-11-23,red,16
2003-11-23,blue,9
2003-11-23,green,0
2003-11-23,yellow,2
2003-11-23,black,6
2003-11-23,white,3
2003-11-23,purple,8
2003-11-23,orange,1
2003-11-23,pink,6
2003-11-23,gray,0
2003-11-23,brown,6
2003-11-23,cyan,5
2003-11-23,magenta,0
2003-11-23,navy,6
2003-11-23,teal,9
2003-11-23,maroon,6
2003-11-23,lime,8
2003-11-23,gold,10
2003-11-23,silver,7
2003-11-23,beige,0
2003-11-23,turquoise,2
2003-11-23,indigo,8
2003-11-24,red,16
2003-11-24,blue,0
2003-11-24,green,0
2003-11-24,yellow,9
2003-11-24,black,9
2003-11-24,white,8
2003-11-24,purple,7
2003-11-24,orange,7
2003-11-24,pink,8
2003-11-24,gray,6
2003-11-24,brown,5
2003-11-24,cyan,7
2003-11-24,magenta,0
2003-11-24,navy,7
2003-11-24,teal,6
2003-11-24,maroon,0
2003-11-24,lime,8
2003-11-24,gold,12
2003-11-24,silver,12
2003-11-24,beige,2
2003-11-24,turquoise,6
2003-11-24,indigo,2
2003-11-25,red,13
2003-11-25,blue,6
2003-11-25,green,2
2003-11-25,yellow,4
2003-11-25,black,11
2003-11-25,white,11
2003-11-25,purple,5
2003-11-25,orange,6
2003-11-25,pink,2
2003-11-25,gray,2
2003-11-25,brown,8
2003-11-25,cyan,8
2003-11-25,magenta,7
2003-11-25,navy,1
2003-11-25,teal,2
2003-11-25,maroon,2
2003-11-25,lime,6
2003-11-25,gold,7
2003-11-25,silver,10
2003-11-25,beige,5
2003-11-25,turquoise,0
2003-11-25,indigo,11
2003-11-26,red,12
2003-11-26,blue,12
2003-11-26,green,9
2003-11-26,yellow,5
2003-11-26,black,11
2003-11-26,white,10
2003-11-26,purple,6
2003-11-26,orange,8
2003-11-26,pink,7
2003-11-26,gray,5
2003-11-26,brown,7
2003-11-26,cyan,3
2003-11-26,magenta,9
2003-11-26,navy,10
2003-11-26,teal,9
2003-11-26,maroon,4
2003-11-26,lime,4
2003-11-26,gold,5
2003-11-26,silver,4
2003-11-26,beige,4
2003-11-26,turquoise,4
2003-11-26,indigo,1
2003-11-27,red,12
2003-11-27,blue,7
2003-11-27,green,6
2003-11-27,yellow,8
2003-11-27,black,9
2003-11-27,white,5
2003-11-27,purple,8
2003-11-27,orange,6
2003-11-27,pink,8
2003-11-27,gray,8
2003-11-27,brown,7
2003-11-27,cyan,3
2003-11-27,magenta,3
2003-11-27,navy,0
2003-11-27,teal,4
2003-11-27,maroon,12
2003-11-27,lime,5
2003-11-27,gold,11
2003-11-27,silver,7
2003-11-27,beige,4
2003-11-27,turquoise,1
2003-11-27,indigo,9
2003-11-28,red,7
2003-11-28,blue,0
2003-11-28,green,7
2003-11-28,yellow,4
2003-11-28,black,4
2003-11-28,white,10
2003-11-28,purple,10
2003-11-28,orange,9
2003-11-28,pink,1
2003-11-28,gray,4
2003-11-28,brown,1
2003-11-28,cyan,0
2003-11-28,magenta,6
2003-11-28,navy,4
2003-11-28,teal,0
2003-11-28,maroon,0
2003-11-28,lime,7
2003-11-28,gold,12
2003-11-28,silver,6
2003-11-28,beige,0
2003-11-28,turquoise,8
2003-11-28,indigo,6
2003-11-29,red,8
2003-11-29,blue,9
2003-11-29,green,8
2003-11-29,yellow,2
2003-11-29,black,10
2003-11-29,white,4
2003-11-29,purple,11
2003-11-29,orange,6
2003-11-29,pink,2
2003-11-29,gray,4
2003-11-29,brown,3
2003-11-29,cyan,6
2003-11-29,magenta,2
2003-11-29,navy,8
2003-11-29,teal,5
2003-11-29,maroon,4
2003-11-29,lime,6
2003-11-29,gold,13
2003-11-29,silver,1
2003-11-29,beige,0
2003-11-29,turquoise,4
2003-11-29,indigo,5
2003-11-30,red,10
2003-11-30,blue,12
2003-11-30,green,0
2003-11-30,yellow,7
2003-11-30,black,4
2003-11-30,white,7
2003-11-30,purple,5
2003-11-30,orange,10
2003-11-30,pink,3
2003-11-30,gray,12
2003-11-30,brown,5
2003-11-30,cyan,7
2003-11-30,magenta,9
2003-11-30,navy,4
2003-11-30,teal,9
2003-11-30,maroon,10
2003-11-30,lime,12
2003-11-30,gold,9
2003-11-30,silver,8
2003-11-30,beige,6
2003-11-30,turquoise,4
2003-11-30,indigo,9
2003-12-01,red,8
2003-12-01,blue,12
2003-12-01,green,0
2003-12-01,yellow,1
2003-12-01,black,14
2003-12-01,white,11
2003-12-01,purple,0
2003-12-01,orange,7
2003-12-01,pink,9
2003-12-01,gray,2
2003-12-01,brown,0
2003-12-01,cyan,0
2003-12-01,magenta,1
2003-12-01,navy,0
2003-12-01,teal,4
2003-12-01,maroon,7
2003-12-01,lime,0
2003-12-01,gold,11
2003-12-01,silver,8
2003-12-01,beige,3
2003-12-01,turquoise,2
2003-12-01,indigo,1
2003-12-02,red,7
2003-12-02,blue,5
2003-12-02,green,4
2003-12-02,yellow,6
2003-12-02,black,10
2003-12-02,white,5
2003-12-02,purple,2
2003-12-02,orange,6
2003-12-02,pink,1
2003-12-02,gray,10
2003-12-02,brown,4
2003-12-02,cyan,7
2003-12-02,magenta,0
2003-12-02,navy,4
2003-12-02,teal,2
2003-12-02,maroon,6
2003-12-02,lime,3
2003-12-02,gold,13
2003-12-02,silver,6
2003-12-02,beige,3
2003-12-02,turquoise,9
2003-12-02,indigo,4
2003-12-03,red,8
2003-12-03,blue,3
2003-12-03,green,0
2003-12-03,yellow,8
2003-12-03,black,14
2003-12-03,white,3
2003-12-03,purple,9
2003-12-03,orange,1
2003-12-03,pink,9
2003-12-03,gray,6
2003-12-03,brown,8
2003-12-03,cyan,5
2003-12-03,magenta,0
2003-12-03,navy,5
2003-12-03,teal,8
2003-12-03,maroon,6
2003-12-03,lime,6
2003-12-03,gold,8
2003-12-03,silver,2
2003-12-03,beige,1
2003-12-03,turquoise,5
2003-12-03,indigo,6
2003-12-04,red,12
2003-12-04,blue,5
2003-12-04,green,5
2003-12-04,yellow,2
2003-12-04,black,12
2003-12-04,white,9
2003-12-04,purple,3
2003-12-04,orange,9
2003-12-04,pink,8
2003-12-04,gray,3
2003-12-04,brown,1
2003-12-04,cyan,2
2003-12-04,magenta,9
2003-12-04,navy,1
2003-12-04,teal,1
2003-12-04,maroon,4
2003-12-04,lime,3
2003-12-04,gold,14
2003-12-04,silver,9
2003-12-04,beige,7
2003-12-04,turquoise,7
2003-12-04,indigo,1
2003-12-05,red,14
2003-12-05,blue,4
2003-12-05,green,4
2003-12-05,yellow,6
2003-12-05,black,12
2003-12-05,white,6
2003-12-05,purple,11
2003-12-05,orange,5
2003-12-05,pink,1
2003-12-05,gray,0
2003-12-05,brown,5
2003-12-05,cyan,6
2003-12-05,magenta,6
2003-12-05,navy,9
2003-12-05,teal,8
2003-12-05,maroon,2
2003-12-05,lime,4
2003-12-05,gold,16
2003-12-05,silver,9
2003-12-05,beige,5
2003-12-05,turquoise,3
2003-12-05,indigo,7
2003-12-06,red,12
2003-12-06,blue,6
2003-12-06,green,4
2003-12-06,yellow,7
2003-12-06,black,14
2003-12-06,white,8
2003-12-06,purple,7
2003-12-06,orange,11
2003-12-06,pink,7
2003-12-06,gray,1
2003-12-06,brown,6
2003-12-06,cyan,0
2003-12-06,magenta,8
2003-12-06,navy,8
2003-12-06,teal,0
2003-12-06,maroon,4
2003-12-06,lime,2
2003-12-06,gold,17
2003-12-06,silver,7
2003-12-06,beige,7
2003-12-06,turquoise,8
2003-12-06,indigo,6
2003-12-07,red,13
2003-12-07,blue,3
2003-12-07,green,1
2003-12-07,yellow,2
2003-12-07,black,13
