date,color,quantity_sold
2024-05-04,lime,5
2024-05-04,gold,7
2024-05-04,silver,3
2024-05-04,beige,5
2024-05-04,turquoise,7
2024-05-04,indigo,10
2024-05-05,red,17
2024-05-05,blue,9
2024-05-05,green,0
2024-05-05,yellow,9
2024-05-05,black,10
2024-05-05,white,9
2024-05-05,purple,0
2024-05-05,orange,0
2024-05-05,pink,6
2024-05-05,gray,5
2024-05-05,brown,9
2024-05-05,cyan,6
2024-05-05,magenta,1
2024-05-05,navy,3
2024-05-05,teal,4
2024-05-05,maroon,0
2024-05-05,lime,5
2024-05-05,gold,12
2024-05-05,silver,2
2024-05-05,beige,2
2024-05-05,turquoise,6
2024-05-05,indigo,11
2024-05-06,red,8
2024-05-06,blue,6
2024-05-06,green,2
2024-05-06,yellow,3
2024-05-06,black,9
2024-05-06,white,7
2024-05-06,purple,5
2024-05-06,orange,4
2024-05-06,pink,6
2024-05-06,gray,3
2024-05-06,brown,2
2024-05-06,cyan,0
2024-05-06,magenta,3
2024-05-06,navy,8
2024-05-06,teal,4
2024-05-06,maroon,0
2024-05-06,lime,2
2024-05-06,gold,6
2024-05-06,silver,6
2024-05-06,beige,2
2024-05-06,turquoise,9
2024-05-06,indigo,0
2024-05-07,red,13
2024-05-07,blue,6
2024-05-07,green,2
2024-05-07,yellow,8
2024-05-07,black,15
2024-05-07,white,6
2024-05-07,purple,4
2024-05-07,orange,4
2024-05-07,pink,0
2024-05-07,gray,4
2024-05-07,brown,6
2024-05-07,cyan,2
2024-05-07,magenta,8
2024-05-07,navy,9
2024-05-07,teal,10
2024-05-07,maroon,9
2024-05-07,lime,8
2024-05-07,gold,12
2024-05-07,silver,4
2024-05-07,beige,2
2024-05-07,turquoise,5
2024-05-07,indigo,8
2024-05-08,red,10
2024-05-08,blue,6
2024-05-08,green,6
2024-05-08,yellow,5
2024-05-08,black,10
2024-05-08,white,6
2024-05-08,purple,8
2024-05-08,orange,3
2024-05-08,pink,7
2024-05-08,gray,9
2024-05-08,brown,10
2024-05-08,cyan,0
2024-05-08,magenta,4
2024-05-08,navy,5
2024-05-08,teal,0
2024-05-08,maroon,8
2024-05-08,lime,8
2024-05-08,gold,12
2024-05-08,silver,8
2024-05-08,beige,2
2024-05-08,turquoise,11
2024-05-08,indigo,3
2024-05-09,red,8
2024-05-09,blue,4
2024-05-09,green,0
2024-05-09,yellow,10
2024-05-09,black,11
2024-05-09,white,6
2024-05-09,purple,4
2024-05-09,orange,12
2024-05-09,pink,3
2024-05-09,gray,0
2024-05-09,brown,9
2024-05-09,cyan,8
2024-05-09,magenta,11
2024-05-09,navy,6
2024-05-09,teal,6
2024-05-09,maroon,7
2024-05-09,lime,5
2024-05-09,gold,14
2024-05-09,silver,10
2024-05-09,beige,8
2024-05-09,turquoise,1
2024-05-09,indigo,7
2024-05-10,red,14
2024-05-10,blue,6
2024-05-10,green,0
2024-05-10,yellow,8
2024-05-10,black,16
2024-05-10,white,5
2024-05-10,purple,10
2024-05-10,orange,10
2024-05-10,pink,10
2024-05-10,gray,5
2024-05-10,brown,1
2024-05-10,cyan,6
2024-05-10,magenta,5
2024-05-10,navy,6
2024-05-10,teal,11
2024-05-10,maroon,6
2024-05-10,lime,2
2024-05-10,gold,14
2024-05-10,silver,11
2024-05-10,beige,6
2024-05-10,turquoise,2
2024-05-10,indigo,4
2024-05-11,red,15
2024-05-11,blue,8
2024-05-11,green,2
2024-05-11,yellow,8
2024-05-11,black,9
2024-05-11,white,10
2024-05-11,purple,5
2024-05-11,orange,4
2024-05-11,pink,1
2024-05-11,gray,6
2024-05-11,brown,5
2024-05-11,cyan,6
2024-05-11,magenta,10
2024-05-11,navy,6
2024-05-11,teal,11
2024-05-11,maroon,5
2024-05-11,lime,10
2024-05-11,gold,13
2024-05-11,silver,6
2024-05-11,beige,4
2024-05-11,turquoise,3
2024-05-11,indigo,8
2024-05-12,red,6
2024-05-12,blue,4
2024-05-12,green,5
2024-05-12,yellow,12
2024-05-12,black,15
2024-05-12,white,8
2024-05-12,purple,0
2024-05-12,orange,11
2024-05-12,pink,12
2024-05-12,gray,2
2024-05-12,brown,9
2024-05-12,cyan,2
2024-05-12,magenta,10
2024-05-12,navy,6
2024-05-12,teal,11
2024-05-12,maroon,8
2024-05-12,lime,6
2024-05-12,gold,16
2024-05-12,silver,5
2024-05-12,beige,1
2024-05-12,turquoise,3
2024-05-12,indigo,5
2024-05-13,red,10
2024-05-13,blue,9
2024-05-13,green,0
2024-05-13,yellow,9
2024-05-13,black,16
2024-05-13,white,7
2024-05-13,purple,9
2024-05-13,orange,8
2024-05-13,pink,8
2024-05-13,gray,2
2024-05-13,brown,4
2024-05-13,cyan,0
2024-05-13,magenta,2
2024-05-13,navy,1
2024-05-13,teal,9
2024-05-13,maroon,5
2024-05-13,lime,4
2024-05-13,gold,13
2024-05-13,silver,0
2024-05-13,beige,0
2024-05-13,turquoise,9
2024-05-13,indigo,3
2024-05-14,red,15
2024-05-14,blue,6
2024-05-14,green,0
2024-05-14,yellow,5
2024-05-14,black,10
2024-05-14,white,8
2024-05-14,purple,1
2024-05-14,orange,6
2024-05-14,pink,8
2024-05-14,gray,2
2024-05-14,brown,1
2024-05-14,cyan,7
2024-05-14,magenta,7
2024-05-14,navy,4
2024-05-14,teal,6
2024-05-14,maroon,3
2024-05-14,lime,10
2024-05-14,gold,9
2024-05-14,silver,5
2024-05-14,beige,1
2024-05-14,turquoise,10
2024-05-14,indigo,8
2024-05-15,red,14
2024-05-15,blue,7
2024-05-15,green,6
2024-05-15,yellow,7
2024-05-15,black,14
2024-05-15,white,6
2024-05-15,purple,8
2024-05-15,orange,8
2024-05-15,pink,9
2024-05-15,gray,11
2024-05-15,brown,8
2024-05-15,cyan,8
2024-05-15,magenta,0
2024-05-15,navy,2
2024-05-15,teal,0
2024-05-15,maroon,6
2024-05-15,lime,3
2024-05-15,gold,10
2024-05-15,silver,0
2024-05-15,beige,0
2024-05-15,turquoise,2
2024-05-15,indigo,8
2024-05-16,red,7
2024-05-16,blue,0
2024-05-16,green,1
2024-05-16,yellow,5
2024-05-16,black,6
2024-05-16,white,8
2024-05-16,purple,9
2024-05-16,orange,0
2024-05-16,pink,8
2024-05-16,gray,3
2024-05-16,brown,4
2024-05-16,cyan,5
2024-05-16,magenta,5
2024-05-16,navy,8
2024-05-16,teal,8
2024-05-16,maroon,3
2024-05-16,lime,1
2024-05-16,gold,10
2024-05-16,silver,0
2024-05-16,beige,10
2024-05-16,turquoise,10
2024-05-16,indigo,2
2024-05-17,red,13
2024-05-17,blue,10
2024-05-17,green,5
2024-05-17,yellow,11
2024-05-17,black,9
2024-05-17,white,0
2024-05-17,purple,7
2024-05-17,orange,7
2024-05-17,pink,5
2024-05-17,gray,7
2024-05-17,brown,2
2024-05-17,cyan,0
2024-05-17,magenta,3
2024-05-17,navy,9
2024-05-17,teal,10
2024-05-17,maroon,3
2024-05-17,lime,4
2024-05-17,gold,7
2024-05-17,silver,7
2024-05-17,beige,4
2024-05-17,turquoise,1
2024-05-17,indigo,5
2024-05-18,red,13
2024-05-18,blue,3
2024-05-18,green,8
2024-05-18,yellow,5
2024-05-18,black,6
2024-05-18,white,2
2024-05-18,purple,7
2024-05-18,orange,7
2024-05-18,pink,9
2024-05-18,gray,6
2024-05-18,brown,9
2024-05-18,cyan,8
2024-05-18,magenta,5
2024-05-18,navy,7
2024-05-18,teal,11
2024-05-18,maroon,11
2024-05-18,lime,3
2024-05-18,gold,12
2024-05-18,silver,9
2024-05-18,beige,0
2024-05-18,turquoise,9
2024-05-18,indigo,4
2024-05-19,red,16
2024-05-19,blue,5
2024-05-19,green,1
2024-05-19,yellow,11
2024-05-19,black,12
2024-05-19,white,3
2024-05-19,purple,8
2024-05-19,orange,1
2024-05-19,pink,6
2024-05-19,gray,0
2024-05-19,brown,6
2024-05-19,cyan,7
2024-05-19,magenta,4
2024-05-19,navy,12
2024-05-19,teal,9
2024-05-19,maroon,7
2024-05-19,lime,2
2024-05-19,gold,15
2024-05-19,silver,11
2024-05-19,beige,7
2024-05-19,turquoise,5
2024-05-19,indigo,10
2024-05-20,red,7
2024-05-20,blue,3
2024-05-20,green,7
2024-05-20,yellow,2
2024-05-20,black,9
2024-05-20,white,4
2024-05-20,purple,4
2024-05-20,orange,3
2024-05-20,pink,9
2024-05-20,gray,6
2024-05-20,brown,6
2024-05-20,cyan,4
2024-05-20,magenta,1
2024-05-20,navy,8
2024-05-20,teal,0
2024-05-20,maroon,1
2024-05-20,lime,8
2024-05-20,gold,11
2024-05-20,silver,11
2024-05-20,beige,3
2024-05-20,turquoise,4
2024-05-20,indigo,2
2024-05-21,red,5
2024-05-21,blue,3
2024-05-21,green,1
2024-05-21,yellow,6
2024-05-21,black,5
2024-05-21,white,2
2024-05-21,purple,10
2024-05-21,orange,2
2024-05-21,pink,2
2024-05-21,gray,2
2024-05-21,brown,0
2024-05-21,cyan,4
2024-05-21,magenta,11
2024-05-21,navy,7
2024-05-21,teal,8
2024-05-21,maroon,5
2024-05-21,lime,8
2024-05-21,gold,15
2024-05-21,silver,11
2024-05-21,beige,1
2024-05-21,turquoise,9
2024-05-21,indigo,11
2024-05-22,red,11
2024-05-22,blue,8
2024-05-22,green,7
2024-05-22,yellow,9
2024-05-22,black,13
2024-05-22,white,3
2024-05-22,purple,4
2024-05-22,orange,7
2024-05-22,pink,8
2024-05-22,gray,11
2024-05-22,brown,3
2024-05-22,cyan,0
2024-05-22,magenta,0
2024-05-22,navy,9
2024-05-22,teal,7
2024-05-22,maroon,3
2024-05-22,lime,9
2024-05-22,gold,16
2024-05-22,silver,2
2024-05-22,beige,0
2024-05-22,turquoise,5
2024-05-22,indigo,1
2024-05-23,red,9
2024-05-23,blue,5
2024-05-23,green,0
2024-05-23,yellow,3
2024-05-23,black,14
2024-05-23,white,10
2024-05-23,purple,2
2024-05-23,orange,9
2024-05-23,pink,0
2024-05-23,gray,2
2024-05-23,brown,11
2024-05-23,cyan,3
2024-05-23,magenta,7
2024-05-23,navy,0
2024-05-23,teal,6
2024-05-23,maroon,8
2024-05-23,lime,5
2024-05-23,gold,12
2024-05-23,silver,9
2024-05-23,beige,6
2024-05-23,turquoise,8
2024-05-23,indigo,4
2024-05-24,red,8
2024-05-24,blue,5
2024-05-24,green,9
2024-05-24,yellow,8
2024-05-24,black,15
2024-05-24,white,7
2024-05-24,purple,7
2024-05-24,orange,5
2024-05-24,pink,3
2024-05-24,gray,11
2024-05-24,brown,8
2024-05-24,cyan,5
2024-05-24,magenta,1
2024-05-24,navy,8
2024-05-24,teal,0
2024-05-24,maroon,3
2024-05-24,lime,8
2024-05-24,gold,12
2024-05-24,silver,6
2024-05-24,beige,3
2024-05-24,turquoise,1
2024-05-24,indigo,9
2024-05-25,red,5
2024-05-25,blue,4
2024-05-25,green,2
2024-05-25,yellow,2
2024-05-25,black,10
2024-05-25,white,1
2024-05-25,purple,2
2024-05-25,orange,9
2024-05-25,pink,8
2024-05-25,gray,8
2024-05-25,brown,6
2024-05-25,cyan,10
2024-05-25,magenta,0
2024-05-25,navy,5
2024-05-25,teal,10
2024-05-25,maroon,3
2024-05-25,lime,6
2024-05-25,gold,13
2024-05-25,silver,6
2024-05-25,beige,4
2024-05-25,turquoise,1
2024-05-25,indigo,7
2024-05-26,red,12
2024-05-26,blue,3
2024-05-26,green,7
2024-05-26,yellow,8
2024-05-26,black,11
2024-05-26,white,6
2024-05-26,purple,5
2024-05-26,orange,7
2024-05-26,pink,8
2024-05-26,gray,8
2024-05-26,brown,9
2024-05-26,cyan,0
2024-05-26,magenta,0
2024-05-26,navy,6
2024-05-26,teal,8
2024-05-26,maroon,5
2024-05-26,lime,7
2024-05-26,gold,9
2024-05-26,silver,2
2024-05-26,beige,0
2024-05-26,turquoise,11
2024-05-26,indigo,0
2024-05-27,red,7
2024-05-27,blue,2
2024-05-27,green,0
2024-05-27,yellow,1
2024-05-27,black,8
2024-05-27,white,4
2024-05-27,purple,0
2024-05-27,orange,9
2024-05-27,pink,5
2024-05-27,gray,8
2024-05-27,brown,8
2024-05-27,cyan,0
2024-05-27,magenta,1
2024-05-27,navy,1
2024-05-27,teal,5
2024-05-27,maroon,9
2024-05-27,lime,1
2024-05-27,gold,5
2024-05-27,silver,2
2024-05-27,beige,1
2024-05-27,turquoise,7
2024-05-27,indigo,4
2024-05-28,red,5
2024-05-28,blue,1
2024-05-28,green,2
2024-05-28,yellow,4
2024-05-28,black,9
2024-05-28,white,9
2024-05-28,purple,5
2024-05-28,orange,1
2024-05-28,pink,9
2024-05-28,gray,0
2024-05-28,brown,9
2024-05-28,cyan,4
2024-05-28,magenta,4
2024-05-28,navy,3
2024-05-28,teal,4
2024-05-28,maroon,4
2024-05-28,lime,0
2024-05-28,gold,5
2024-05-28,silver,12
2024-05-28,beige,8
2024-05-28,turquoise,5
2024-05-28,indigo,5
2024-05-29,red,12
2024-05-29,blue,9
2024-05-29,green,3
2024-05-29,yellow,0
2024-05-29,black,5
2024-05-29,white,8
2024-05-29,purple,5
2024-05-29,orange,10
2024-05-29,pink,10
2024-05-29,gray,7
2024-05-29,brown,2
2024-05-29,cyan,2
2024-05-29,magenta,3
2024-05-29,navy,3
2024-05-29,teal,7
2024-05-29,maroon,5
2024-05-29,lime,4
2024-05-29,gold,12
2024-05-29,silver,4
2024-05-29,beige,6
2024-05-29,turquoise,4
2024-05-29,indigo,9
2024-05-30,red,6
2024-05-30,blue,7
2024-05-30,green,3
2024-05-30,yellow,3
2024-05-30,black,15
2024-05-30,white,4
2024-05-30,purple,8
2024-05-30,orange,6
2024-05-30,pink,9
2024-05-30,gray,4
2024-05-30,brown,2
2024-05-30,cyan,6
2024-05-30,magenta,3
2024-05-30,navy,6
2024-05-30,teal,9
2024-05-30,maroon,5
2024-05-30,lime,11
2024-05-30,gold,16
2024-05-30,silver,10
2024-05-30,beige,8
2024-05-30,turquoise,8
2024-05-30,indigo,8
2024-05-31,red,8
2024-05-31,blue,5
2024-05-31,green,2
2024-05-31,yellow,4
2024-05-31,black,15
2024-05-31,white,9
2024-05-31,purple,5
2024-05-31,orange,7
2024-05-31,pink,4
2024-05-31,gray,2
2024-05-31,brown,7
2024-05-31,cyan,1
2024-05-31,magenta,10
2024-05-31,navy,5
2024-05-31,teal,11
2024-05-31,maroon,2
2024-05-31,lime,8
2024-05-31,gold,11
2024-05-31,silver,0
2024-05-31,beige,6
2024-05-31,turquoise,10
2024-05-31,indigo,0
2024-06-01,red,8
2024-06-01,blue,1
2024-06-01,green,5
2024-06-01,yellow,1
2024-06-01,black,10
2024-06-01,white,0
2024-06-01,purple,8
2024-06-01,orange,12
2024-06-01,pink,3
2024-06-01,gray,4
2024-06-01,brown,6
2024-06-01,cyan,10
2024-06-01,magenta,12
2024-06-01,navy,1
2024-06-01,teal,10
2024-06-01,maroon,4
2024-06-01,lime,8
2024-06-01,gold,14
2024-06-01,silver,6
2024-06-01,beige,3
2024-06-01,turquoise,8
2024-06-01,indigo,6
2024-06-02,red,9
2024-06-02,blue,8
2024-06-02,green,6
2024-06-02,yellow,0
2024-06-02,black,9
2024-06-02,white,3
2024-06-02,purple,4
2024-06-02,orange,3
2024-06-02,pink,3
2024-06-02,gray,2
2024-06-02,brown,9
2024-06-02,cyan,7
2024-06-02,magenta,2
2024-06-02,navy,6
2024-06-02,teal,8
2024-06-02,maroon,12
2024-06-02,lime,2
2024-06-02,gold,9
2024-06-02,silver,1
2024-06-02,beige,1
2024-06-02,turquoise,7
2024-06-02,indigo,2
2024-06-03,red,8
2024-06-03,blue,9
2024-06-03,green,3
2024-06-03,yellow,10
2024-06-03,black,11
2024-06-03,white,10
2024-06-03,purple,7
2024-06-03,orange,10
2024-06-03,pink,7
2024-06-03,gray,4
2024-06-03,brown,0
2024-06-03,cyan,7
2024-06-03,magenta,10
2024-06-03,navy,5
2024-06-03,teal,5
2024-06-03,maroon,4
2024-06-03,lime,10
2024-06-03,gold,10
2024-06-03,silver,4
2024-06-03,beige,0
2024-06-03,turquoise,2
2024-06-03,indigo,9
2024-06-04,red,9
2024-06-04,blue,1
2024-06-04,green,6
2024-06-04,yellow,11
2024-06-04,black,10
2024-06-04,white,8
2024-06-04,purple,7
2024-06-04,orange,0
2024-06-04,pink,10
2024-06-04,gray,8
2024-06-04,brown,4
2024-06-04,cyan,3
2024-06-04,magenta,10
2024-06-04,navy,5
2024-06-04,teal,1
2024-06-04,maroon,1
2024-06-04,lime,11
2024-06-04,gold,11
2024-06-04,silver,8
2024-06-04,beige,4
2024-06-04,turquoise,9
2024-06-04,indigo,2
2024-06-05,red,6
2024-06-05,blue,10
2024-06-05,green,7
2024-06-05,yellow,1
2024-06-05,black,13
2024-06-05,white,2
2024-06-05,purple,10
2024-06-05,orange,3
2024-06-05,pink,0
2024-06-05,gray,9
2024-06-05,brown,2
2024-06-05,cyan,4
2024-06-05,magenta,4
2024-06-05,navy,10
2024-06-05,teal,7
2024-06-05,maroon,10
2024-06-05,lime,2
2024-06-05,gold,10
2024-06-05,silver,10
2024-06-05,beige,0
2024-06-05,turquoise,2
2024-06-05,indigo,8
2024-06-06,red,8
2024-06-06,blue,6
2024-06-06,green,6
2024-06-06,yellow,5
2024-06-06,black,10
2024-06-06,white,2
2024-06-06,purple,3
2024-06-06,orange,1
2024-06-06,pink,8
2024-06-06,gray,7
2024-06-06,brown,8
2024-06-06,cyan,3
2024-06-06,magenta,2
2024-06-06,navy,3
2024-06-06,teal,0
2024-06-06,maroon,10
2024-06-06,lime,3
2024-06-06,gold,10
2024-06-06,silver,4
2024-06-06,beige,6
2024-06-06,turquoise,0
2024-06-06,indigo,1
2024-06-07,red,6
2024-06-07,blue,11
2024-06-07,green,3
2024-06-07,yellow,6
2024-06-07,black,11
2024-06-07,white,11
2024-06-07,purple,6
2024-06-07,orange,4
2024-06-07,pink,9
2024-06-07,gray,8
2024-06-07,brown,6
2024-06-07,cyan,4
2024-06-07,magenta,5
2024-06-07,navy,0
2024-06-07,teal,11
2024-06-07,maroon,9
2024-06-07,lime,4
2024-06-07,gold,7
2024-06-07,silver,9
2024-06-07,beige,9
2024-06-07,turquoise,4
2024-06-07,indigo,5
2024-06-08,red,6
2024-06-08,blue,11
2024-06-08,green,7
2024-06-08,yellow,8
2024-06-08,black,9
2024-06-08,white,7
2024-06-08,purple,4
2024-06-08,orange,9
2024-06-08,pink,11
2024-06-08,gray,8
2024-06-08,brown,7
2024-06-08,cyan,1
2024-06-08,magenta,4
2024-06-08,navy,10
2024-06-08,teal,9
2024-06-08,maroon,10
2024-06-08,lime,2
2024-06-08,gold,6
2024-06-08,silver,7
2024-06-08,beige,5
2024-06-08,turquoise,9
2024-06-08,indigo,5
2024-06-09,red,9
2024-06-09,blue,2
2024-06-09,green,7
2024-06-09,yellow,11
2024-06-09,black,11
2024-06-09,white,7
2024-06-09,purple,6
2024-06-09,orange,2
2024-06-09,pink,3
2024-06-09,gray,9
2024-06-09,brown,0
2024-06-09,cyan,6
2024-06-09,magenta,12
2024-06-09,navy,7
2024-06-09,teal,0
2024-06-09,maroon,5
2024-06-09,lime,2
2024-06-09,gold,9
2024-06-09,silver,7
2024-06-09,beige,5
2024-06-09,turquoise,7
2024-06-09,indigo,2
2024-06-10,red,7
2024-06-10,blue,9
2024-06-10,green,0
2024-06-10,yellow,10
2024-06-10,black,11
2024-06-10,white,10
2024-06-10,purple,10
2024-06-10,orange,12
2024-06-10,pink,0
2024-06-10,gray,8
2024-06-10,brown,12
2024-06-10,cyan,1
2024-06-10,magenta,7
2024-06-10,navy,10
2024-06-10,teal,2
2024-06-10,maroon,9
2024-06-10,lime,5
2024-06-10,gold,6
2024-06-10,silver,3
2024-06-10,beige,0
2024-06-10,turquoise,10
2024-06-10,indigo,3
2024-06-11,red,6
2024-06-11,blue,4
2024-06-11,green,0
2024-06-11,yellow,2
2024-06-11,black,13
2024-06-11,white,4
2024-06-11,purple,0
2024-06-11,orange,0
2024-06-11,pink,12
2024-06-11,gray,11
2024-06-11,brown,6
2024-06-11,cyan,4
2024-06-11,magenta,2
2024-06-11,navy,0
2024-06-11,teal,8
2024-06-11,maroon,5
2024-06-11,lime,8
2024-06-11,gold,8
2024-06-11,silver,7
2024-06-11,beige,8
2024-06-11,turquoise,7
2024-06-11,indigo,3
2024-06-12,red,7
2024-06-12,blue,8
2024-06-12,green,5
2024-06-12,yellow,3
2024-06-12,black,16
2024-06-12,white,10
2024-06-12,purple,11
2024-06-12,orange,0
2024-06-12,pink,2
2024-06-12,gray,1
2024-06-12,brown,0
2024-06-12,cyan,4
2024-06-12,magenta,7
2024-06-12,navy,11
2024-06-12,teal,12
2024-06-12,maroon,0
2024-06-12,lime,9
2024-06-12,gold,5
2024-06-12,silver,6
2024-06-12,beige,3
2024-06-12,turquoise,8
2024-06-12,indigo,8
2024-06-13,red,10
2024-06-13,blue,8
2024-06-13,green,0
2024-06-13,yellow,3
2024-06-13,black,13
2024-06-13,white,10
2024-06-13,purple,9
2024-06-13,orange,6
2024-06-13,pink,8
2024-06-13,gray,9
2024-06-13,brown,11
2024-06-13,cyan,1
2024-06-13,magenta,7
2024-06-13,navy,7
2024-06-13,teal,6
2024-06-13,maroon,8
2024-06-13,lime,0
2024-06-13,gold,6
2024-06-13,silver,5
2024-06-13,beige,4
2024-06-13,turquoise,3
2024-06-13,indigo,10
2024-06-14,red,7
2024-06-14,blue,6
2024-06-14,green,4
2024-06-14,yellow,4
2024-06-14,black,15
2024-06-14,white,0
2024-06-14,purple,4
2024-06-14,orange,6
2024-06-14,pink,6
2024-06-14,gray,3
2024-06-14,brown,1
2024-06-14,cyan,0
2024-06-14,magenta,8
2024-06-14,navy,0
2024-06-14,teal,9
2024-06-14,maroon,0
2024-06-14,lime,0
2024-06-14,gold,6
2024-06-14,silver,11
2024-06-14,beige,2
2024-06-14,turquoise,0
2024-06-14,indigo,9
2024-06-15,red,10
2024-06-15,blue,10
2024-06-15,green,4
2024-06-15,yellow,2
2024-06-15,black,8
2024-06-15,white,7
2024-06-15,purple,0
2024-06-15,orange,9
2024-06-15,pink,3
2024-06-15,gray,1
2024-06-15,brown,10
2024-06-15,cyan,1
2024-06-15,magenta,5
2024-06-15,navy,5
2024-06-15,teal,5
2024-06-15,maroon,1
2024-06-15,lime,8
2024-06-15,gold,16
2024-06-15,silver,8
2024-06-15,beige,6
2024-06-15,turquoise,8
2024-06-15,indigo,8
2024-06-16,red,12
2024-06-16,blue,3
2024-06-16,green,7
2024-06-16,yellow,11
2024-06-16,black,10
2024-06-16,white,6
2024-06-16,purple,11
2024-06-16,orange,11
2024-06-16,pink,4
2024-06-16,gray,4
2024-06-16,brown,12
2024-06-16,cyan,5
2024-06-16,magenta,9
2024-06-16,navy,6
2024-06-16,teal,1
2024-06-16,maroon,8
2024-06-16,lime,11
2024-06-16,gold,12
2024-06-16,silver,4
2024-06-16,beige,7
2024-06-16,turquoise,5
2024-06-16,indigo,3
2024-06-17,red,14
2024-06-17,blue,6
2024-06-17,green,2
2024-06-17,yellow,2
2024-06-17,black,14
2024-06-17,white,3
2024-06-17,purple,3
2024-06-17,orange,6
2024-06-17,pink,11
2024-06-17,gray,5
2024-06-17,brown,5
2024-06-17,cyan,5
2024-06-17,magenta,11
2024-06-17,navy,2
2024-06-17,teal,8
2024-06-17,maroon,2
2024-06-17,lime,10
2024-06-17,gold,15
2024-06-17,silver,2
2024-06-17,beige,5
2024-06-17,turquoise,4
2024-06-17,indigo,2
2024-06-18,red,14
2024-06-18,blue,2
2024-06-18,green,0
2024-06-18,yellow,10
2024-06-18,black,13
2024-06-18,white,5
2024-06-18,purple,3
2024-06-18,orange,3
2024-06-18,pink,8
2024-06-18,gray,11
2024-06-18,brown,4
2024-06-18,cyan,1
2024-06-18,magenta,10
2024-06-18,navy,4
2024-06-18,teal,10
2024-06-18,maroon,2
2024-06-18,lime,1
2024-06-18,gold,5
2024-06-18,silver,1
2024-06-18,beige,0
2024-06-18,turquoise,8
2024-06-18,indigo,6
2024-06-19,red,9
2024-06-19,blue,7
2024-06-19,green,0
2024-06-19,yellow,11
2024-06-19,black,5
2024-06-19,white,7
2024-06-19,purple,3
2024-06-19,orange,4
2024-06-19,pink,10
2024-06-19,gray,3
2024-06-19,brown,11
2024-06-19,cyan,2
2024-06-19,magenta,6
2024-06-19,navy,10
2024-06-19,teal,2
2024-06-19,maroon,6
2024-06-19,lime,9
2024-06-19,gold,15
2024-06-19,silver,0
2024-06-19,beige,8
2024-06-19,turquoise,2
2024-06-19,indigo,11
2024-06-20,red,14
2024-06-20,blue,3
2024-06-20,green,6
2024-06-20,yellow,2
2024-06-20,black,15
2024-06-20,white,11
2024-06-20,purple,9
2024-06-20,orange,8
2024-06-20,pink,8
2024-06-20,gray,2
2024-06-20,brown,9
2024-06-20,cyan,1
2024-06-20,magenta,7
2024-06-20,navy,10
2024-06-20,teal,0
2024-06-20,maroon,6
2024-06-20,lime,4
2024-06-20,gold,7
2024-06-20,silver,4
2024-06-20,beige,2
2024-06-20,turquoise,9
2024-06-20,indigo,12
2024-06-21,red,5
2024-06-21,blue,6
2024-06-21,green,0
2024-06-21,yellow,9
2024-06-21,black,14
2024-06-21,white,10
2024-06-21,purple,4
2024-06-21,orange,4
2024-06-21,pink,10
2024-06-21,gray,4
2024-06-21,brown,2
2024-06-21,cyan,0
2024-06-21,magenta,3
2024-06-21,navy,1
2024-06-21,teal,9
2024-06-21,maroon,9
2024-06-21,lime,8
2024-06-21,gold,11
2024-06-21,silver,9
2024-06-21,beige,0
2024-06-21,turquoise,9
2024-06-21,indigo,0
2024-06-22,red,16
2024-06-22,blue,4
2024-06-22,green,0
2024-06-22,yellow,4
2024-06-22,black,9
2024-06-22,white,4
2024-06-22,purple,12
2024-06-22,orange,1
2024-06-22,pink,3
2024-06-22,gray,0
2024-06-22,brown,1
2024-06-22,cyan,4
2024-06-22,magenta,4
2024-06-22,navy,12
2024-06-22,teal,2
2024-06-22,maroon,6
2024-06-22,lime,5
2024-06-22,gold,14
2024-06-22,silver,6
2024-06-22,beige,1
2024-06-22,turquoise,6
2024-06-22,indigo,0
2024-06-23,red,13
2024-06-23,blue,7
2024-06-23,green,3
2024-06-23,yellow,8
2024-06-23,black,14
2024-06-23,white,8
2024-06-23,purple,1
2024-06-23,orange,7
2024-06-23,pink,9
2024-06-23,gray,6
2024-06-23,brown,2
2024-06-23,cyan,5
2024-06-23,magenta,0
2024-06-23,navy,3
2024-06-23,teal,4
2024-06-23,maroon,0
2024-06-23,lime,2
2024-06-23,gold,7
2024-06-23,silver,6
2024-06-23,beige,4
2024-06-23,turquoise,8
2024-06-23,indigo,6
2024-06-24,red,7
2024-06-24,blue,5
2024-06-24,green,10
2024-06-24,yellow,9
2024-06-24,black,16
2024-06-24,white,3
2024-06-24,purple,1
2024-06-24,orange,6
2024-06-24,pink,2
2024-06-24,gray,6
2024-06-24,brown,3
2024-06-24,cyan,8
2024-06-24,magenta,5
2024-06-24,navy,10
2024-06-24,teal,2
2024-06-24,maroon,10
2024-06-24,lime,2
2024-06-24,gold,13
2024-06-24,silver,4
2024-06-24,beige,0
2024-06-24,turquoise,5
2024-06-24,indigo,9
2024-06-25,red,11
2024-06-25,blue,11
2024-06-25,green,1
2024-06-25,yellow,4
2024-06-25,black,17
2024-06-25,white,6
2024-06-25,purple,2
2024-06-25,orange,8
2024-06-25,pink,0
2024-06-25,gray,7
2024-06-25,brown,1
2024-06-25,cyan,8
2024-06-25,magenta,5
2024-06-25,navy,7
2024-06-25,teal,9
2024-06-25,maroon,2
2024-06-25,lime,2
2024-06-25,gold,16
2024-06-25,silver,6
2024-06-25,beige,5
2024-06-25,turquoise,0
2024-06-25,indigo,1
2024-06-26,red,17
2024-06-26,blue,0
